site,x_mid,n,y_med,y_mean,y_q25,y_q75,xdef,start,end
NIWO,0.10247090207729014,33,0.3370722130557346,0.3772114823147669,0.18843601609309374,0.5099634509319007,eq,2018-09-01,2024-06-30
NIWO,0.21936939791802207,32,0.44790980771485683,0.4384497599619259,0.3186539954659921,0.5415114930205864,eq,2018-09-01,2024-06-30
NIWO,0.4033142975044015,32,0.4393316005334631,0.46064100360263405,0.3111587828652883,0.5515660067063818,eq,2018-09-01,2024-06-30
NIWO,0.5182020006376162,33,0.5799310841034763,0.5659210495059916,0.4594025266673458,0.7180182677137134,eq,2018-09-01,2024-06-30
NIWO,0.5844881511866026,32,0.6257446633448256,0.6224609918105019,0.4834236172727572,0.834304379200505,eq,2018-09-01,2024-06-30
NIWO,0.6514382401837062,32,0.5816682722380737,0.5786876593504783,0.4766903837791237,0.6933663055929296,eq,2018-09-01,2024-06-30
NIWO,0.6977123489430257,33,0.628218067684634,0.7071331078164931,0.5590574368158421,0.8547020139564347,eq,2018-09-01,2024-06-30
NIWO,0.7537737938184575,32,0.726383982000737,0.7141103006088164,0.5294028529467871,0.9129404014326779,eq,2018-09-01,2024-06-30
NIWO,0.8103806266709813,32,0.784640318528588,0.7219486082001766,0.5684453928220319,0.9019204595381857,eq,2018-09-01,2024-06-30
NIWO,0.8668109596511927,33,0.8053678544262568,0.7807759590943579,0.6877727761008559,0.8870664160747044,eq,2018-09-01,2024-06-30
WREF,0.9576643039507403,48,0.6063116467348516,0.6178191961086593,0.5038497051051611,0.734048336378391,eq,2018-09-01,2024-06-30
WREF,0.9696337750030474,47,0.5003860973224553,0.5442617450941549,0.43227814961244543,0.6275411849410036,eq,2018-09-01,2024-06-30
WREF,0.9752623005235848,47,0.539012074623424,0.5654576001047084,0.4731761895120397,0.6205772859384814,eq,2018-09-01,2024-06-30
WREF,0.9778868130415174,47,0.5243564082357921,0.5209149301066689,0.4262127232389443,0.5919796532136531,eq,2018-09-01,2024-06-30
WREF,0.98025030708496,48,0.48136205259007564,0.5120246219568593,0.4066087749969588,0.5925668020751131,eq,2018-09-01,2024-06-30
WREF,0.9831802690217789,47,0.5020663564021531,0.5572459758199283,0.43141955685233746,0.6899285088188222,eq,2018-09-01,2024-06-30
WREF,0.9856420521121535,47,0.5404953821846719,0.5925657863494416,0.4346174899017916,0.697811278743695,eq,2018-09-01,2024-06-30
WREF,0.9905465287563051,47,0.6041839244576729,0.6318045372667085,0.4983601814778815,0.7158904755032991,eq,2018-09-01,2024-06-30
WREF,0.9939157065002197,47,0.5900888469323381,0.6224884560673304,0.4872800245803437,0.7425529202907759,eq,2018-09-01,2024-06-30
WREF,0.9976304660793835,48,0.7529555914936037,0.7350243940901686,0.5922639979348285,0.8486535705024822,eq,2018-09-01,2024-06-30
SJER,0.6558304642759779,93,0.3214955285304096,0.46831920446825337,0.16877411020018687,0.7492983688273172,eq,2018-09-01,2024-06-30
SJER,0.766877078863236,92,0.19461067952494687,0.3178098492454756,0.10654102650111183,0.4970959295963388,eq,2018-09-01,2024-06-30
SJER,0.8148804025756062,93,0.17545629801875898,0.30721394949289255,0.11024380687309894,0.5346592199302669,eq,2018-09-01,2024-06-30
SJER,0.8347157313251161,92,0.18750248963321225,0.26644835824642676,0.11266930154803173,0.283561970766421,eq,2018-09-01,2024-06-30
SJER,0.8537452713765702,93,0.19462154431686524,0.31434579837096627,0.10326656941535739,0.5433943333072043,eq,2018-09-01,2024-06-30
SJER,0.870199678793092,92,0.17811771579415459,0.30028835725264175,0.11611197673302841,0.433178990232857,eq,2018-09-01,2024-06-30
SJER,0.8862022541273389,92,0.2266124009431532,0.33564446948498633,0.13295753271561458,0.5329033336871603,eq,2018-09-01,2024-06-30
SJER,0.9061657175716392,93,0.33829885163406187,0.3955874670764441,0.2100381109032671,0.5282717220472499,eq,2018-09-01,2024-06-30
SJER,0.9286801463324947,92,0.3811860188196383,0.44329306523062983,0.2537554802918097,0.5640133954441269,eq,2018-09-01,2024-06-30
SJER,0.9542791483706019,93,0.5560656220175851,0.5305781356668355,0.41375680247635754,0.65145663297594,eq,2018-09-01,2024-06-30
