regime,x,y
"Strong adjustment: shallow h, moderate ventilation",0.8138772296648319,0.7358642088849103
"Strong adjustment: shallow h, moderate ventilation",0.8058841769396632,0.7244540165283387
"Strong adjustment: shallow h, moderate ventilation",0.7976968986171262,0.7127592165591363
"Strong adjustment: shallow h, moderate ventilation",0.7893229729236184,0.7007898438451515
"Strong adjustment: shallow h, moderate ventilation",0.7807709619508579,0.6885573072800396
"Strong adjustment: shallow h, moderate ventilation",0.7720503949259053,0.6760743694973451
"Strong adjustment: shallow h, moderate ventilation",0.7631717407695183,0.6633551119189279
"Strong adjustment: shallow h, moderate ventilation",0.7541463697826868,0.650414884906275
"Strong adjustment: shallow h, moderate ventilation",0.7449865045062065,0.6372702430642652
"Strong adjustment: shallow h, moderate ventilation",0.7357051600149014,0.6239388660438665
"Strong adjustment: shallow h, moderate ventilation",0.7263160741303256,0.6104394654945765
"Strong adjustment: shallow h, moderate ventilation",0.7168336282565232,0.5967916791196404
"Strong adjustment: shallow h, moderate ventilation",0.7072727597556786,0.5830159530772816
"Strong adjustment: shallow h, moderate ventilation",0.6976488669767311,0.5691334142393238
"Strong adjustment: shallow h, moderate ventilation",0.6879777082898101,0.5551657341109717
"Strong adjustment: shallow h, moderate ventilation",0.6782752961621805,0.5411349860222127
"Strong adjustment: shallow h, moderate ventilation",0.6685577887951683,0.5270634985118009
"Strong adjustment: shallow h, moderate ventilation",0.658841379638112,0.5129737059931674
"Strong adjustment: shallow h, moderate ventilation",0.6491421873826901,0.498887999745873
"Strong adjustment: shallow h, moderate ventilation",0.6394761476828553,0.4848285811126706
"Strong adjustment: shallow h, moderate ventilation",0.6298589082358169,0.4708173190838362
"Strong adjustment: shallow h, moderate ventilation",0.6203057287019744,0.45687561426522005
"Strong adjustment: shallow h, moderate ventilation",0.6108313868116076,0.4430242710465071
"Strong adjustment: shallow h, moderate ventilation",0.6014500918454049,0.4292833795647499
"Strong adjustment: shallow h, moderate ventilation",0.592175406490703,0.4156722088038886
"Strong adjustment: shallow h, moderate ventilation",0.5830201778725072,0.40220911189324227
"Strong adjustment: shallow h, moderate ventilation",0.5739964783450607,0.3889114443767841
"Strong adjustment: shallow h, moderate ventilation",0.565115556413222,0.3757954959303636
"Strong adjustment: shallow h, moderate ventilation",0.5563877979400449,0.3628764357154285
"Strong adjustment: shallow h, moderate ventilation",0.5478226975940297,0.35016827128382993
"Strong adjustment: shallow h, moderate ventilation",0.5394288403019554,0.33768382069642006
"Strong adjustment: shallow h, moderate ventilation",0.5312138923054898,0.32543469729438684
"Strong adjustment: shallow h, moderate ventilation",0.5231846012752149,0.31343130637108096
"Strong adjustment: shallow h, moderate ventilation",0.5153468048164475,0.30168285283629875
"Strong adjustment: shallow h, moderate ventilation",0.5077054466084326,0.2901973588459187
"Strong adjustment: shallow h, moderate ventilation",0.5002645993520436,0.2789816902872273
"Strong adjustment: shallow h, moderate ventilation",0.4930274936602157,0.26804159096278174
"Strong adjustment: shallow h, moderate ventilation",0.4859965520082348,0.2573817233007088
"Strong adjustment: shallow h, moderate ventilation",0.4791734268654557,0.24700571443357405
"Strong adjustment: shallow h, moderate ventilation",0.47255904215324257,0.23691620652738157
"Strong adjustment: shallow h, moderate ventilation",0.4661536372129859,0.22711491030263395
"Strong adjustment: shallow h, moderate ventilation",0.45995681251980197,0.21760266076618082
"Strong adjustment: shallow h, moderate ventilation",0.4539675764388759,0.20837947426146403
"Strong adjustment: shallow h, moderate ventilation",0.4481843923894488,0.19944460604152975
"Strong adjustment: shallow h, moderate ventilation",0.4426052258534396,0.1907966076700042
"Strong adjustment: shallow h, moderate ventilation",0.4372275907379758,0.1824333836891778
"Strong adjustment: shallow h, moderate ventilation",0.43204859465729506,0.17435224686777348
"Strong adjustment: shallow h, moderate ventilation",0.4270649828882322,0.16654997210895628
"Strong adjustment: shallow h, moderate ventilation",0.42227318052092205,0.15902284807017117
"Strong adjustment: shallow h, moderate ventilation",0.4176693327808599,0.15176672673938232
"Strong adjustment: shallow h, moderate ventilation",0.41324934318047213,0.14477707064337234
"Strong adjustment: shallow h, moderate ventilation",0.40900890990110095,0.1380489974726799
"Strong adjustment: shallow h, moderate ventilation",0.4049435591915955,0.13157732244394482
"Strong adjustment: shallow h, moderate ventilation",0.4010486771847355,0.125356597919882
"Strong adjustment: shallow h, moderate ventilation",0.39731953900562417,0.11938115069509543
"Strong adjustment: shallow h, moderate ventilation",0.39375133632619497,0.11364511674384331
"Strong adjustment: shallow h, moderate ventilation",0.3903392015752657,0.10814247384049397
"Strong adjustment: shallow h, moderate ventilation",0.38707823115061757,0.10286707174684573
"Strong adjustment: shallow h, moderate ventilation",0.38396350593247774,0.09781266038075177
"Strong adjustment: shallow h, moderate ventilation",0.3809901106892183,0.09297291584899242
"Strong adjustment: shallow h, moderate ventilation",0.3781531502640912,0.08834146473437107
"Strong adjustment: shallow h, moderate ventilation",0.37544776536362934,0.08391190639519878
"Strong adjustment: shallow h, moderate ventilation",0.37286914592862297,0.0796778336450527
"Strong adjustment: shallow h, moderate ventilation",0.3704125438245545,0.07563285171891938
"Strong adjustment: shallow h, moderate ventilation",0.36807328270660156,0.07177059584525429
"Strong adjustment: shallow h, moderate ventilation",0.3658467679134616,0.06808474722095746
"Strong adjustment: shallow h, moderate ventilation",0.3637284944691291,0.06456904767203543
"Strong adjustment: shallow h, moderate ventilation",0.36171405392185124,0.061217312997552245
"Strong adjustment: shallow h, moderate ventilation",0.3597991408412832,0.058023445002841574
"Strong adjustment: shallow h, moderate ventilation",0.3579795569369116,0.05498144245321166
"Strong adjustment: shallow h, moderate ventilation",0.3562512156485361,0.05208541077382491
"Strong adjustment: shallow h, moderate ventilation",0.35461014523954926,0.04932957071651729
"Strong adjustment: shallow h, moderate ventilation",0.3530524912638383,0.04670826597564854
"Strong adjustment: shallow h, moderate ventilation",0.35157451834008085,0.044215969811639735
"Strong adjustment: shallow h, moderate ventilation",0.3501726112946535,0.04184729072891428
"Strong adjustment: shallow h, moderate ventilation",0.3488432755839269,0.039596977262852266
"Strong adjustment: shallow h, moderate ventilation",0.34758313792446355,0.03745992187191447
"Strong adjustment: shallow h, moderate ventilation",0.34638894501519624,0.03543116410619799
"Strong adjustment: shallow h, moderate ventilation",0.3452575632635841,0.03350589293255372
"Strong adjustment: shallow h, moderate ventilation",0.3441859774325128,0.03167944838768471
"Strong adjustment: shallow h, moderate ventilation",0.34317128909368744,0.029947322556491292
"Strong adjustment: shallow h, moderate ventilation",0.34221071478804616,0.028305159930999888
"Strong adjustment: shallow h, moderate ventilation",0.3413015839303626,0.026748757196823094
"Strong adjustment: shallow h, moderate ventilation",0.3404413364927388,0.025274062493754954
Intermediate adjustment: baseline,0.9999981046010754,0.9999936527004564
Intermediate adjustment: baseline,0.9999979879956802,0.9999932631397502
Intermediate adjustment: baseline,0.9999978645091007,0.9999928496702335
Intermediate adjustment: baseline,0.9999977334454584,0.9999924108245566
Intermediate adjustment: baseline,0.9999975943379771,0.9999919450453153
Intermediate adjustment: baseline,0.9999974466929735,0.9999914506795285
Intermediate adjustment: baseline,0.9999972899864787,0.9999909259727701
Intermediate adjustment: baseline,0.9999971236623706,0.9999903690629451
Intermediate adjustment: baseline,0.999996946485092,0.999989777973684
Intermediate adjustment: baseline,0.999996759077393,0.9999891506073231
Intermediate adjustment: baseline,0.9999965601696579,0.9999884847374729
Intermediate adjustment: baseline,0.9999963490543459,0.9999877780011105
Intermediate adjustment: baseline,0.9999961249822561,0.9999870278901977
Intermediate adjustment: baseline,0.9999958871582171,0.9999862317427836
Intermediate adjustment: baseline,0.9999956347382569,0.9999853867335595
Intermediate adjustment: baseline,0.9999953668266142,0.9999844898638363
Intermediate adjustment: baseline,0.999995082472556,0.9999835379509031
Intermediate adjustment: baseline,0.9999947806670072,0.9999825276167397
Intermediate adjustment: baseline,0.9999944603389722,0.9999814552760303
Intermediate adjustment: baseline,0.99999412035173,0.9999803171234461
Intermediate adjustment: baseline,0.9999937594988072,0.9999791091201461
Intermediate adjustment: baseline,0.9999933764996985,0.9999778269794481
Intermediate adjustment: baseline,0.9999929693576877,0.99997646615163
Intermediate adjustment: baseline,0.9999925378656709,0.9999750218077769
Intermediate adjustment: baseline,0.9999920798932217,0.9999734888226708
Intermediate adjustment: baseline,0.999991593814545,0.999971861756603
Intermediate adjustment: baseline,0.9999910779048445,0.9999701348360817
Intermediate adjustment: baseline,0.9999905303334903,0.9999683019333581
Intermediate adjustment: baseline,0.9999899491575299,0.9999663565446929
Intermediate adjustment: baseline,0.999989332314796,0.9999642917672958
Intermediate adjustment: baseline,0.9999886776165967,0.9999621002748449
Intermediate adjustment: baseline,0.9999879827399512,0.9999597742915101
Intermediate adjustment: baseline,0.9999872452193568,0.9999573055643827
Intermediate adjustment: baseline,0.9999864624380462,0.9999546853342135
Intermediate adjustment: baseline,0.9999856316187111,0.9999519043043629
Intermediate adjustment: baseline,0.9999847498136567,0.9999489526078398
Intermediate adjustment: baseline,0.9999838132630506,0.9999458197723372
Intermediate adjustment: baseline,0.9999828198699773,0.9999424946830793
Intermediate adjustment: baseline,0.9999817655159827,0.9999389655434753
Intermediate adjustment: baseline,0.9999806464602927,0.999935219833285
Intermediate adjustment: baseline,0.9999794587329908,0.9999312442642564
Intermediate adjustment: baseline,0.9999781981206557,0.9999270247330442
Intermediate adjustment: baseline,0.999976860151428,0.9999225462712403
Intermediate adjustment: baseline,0.9999754400791703,0.999917792992352
Intermediate adjustment: baseline,0.9999739328666594,0.9999127480355255
Intermediate adjustment: baseline,0.9999723331677401,0.9999073935058305
Intermediate adjustment: baseline,0.9999706353084056,0.9999017104108908
Intermediate adjustment: baseline,0.9999688332666955,0.9998956785936366
Intermediate adjustment: baseline,0.9999669206513846,0.9998892766609395
Intermediate adjustment: baseline,0.999964890679361,0.9998824819078898
Intermediate adjustment: baseline,0.9999627355260204,0.9998752702374571
Intermediate adjustment: baseline,0.9999604487636503,0.9998676160751463
Intermediate adjustment: baseline,0.9999580216941959,0.9998594922786255
Intermediate adjustment: baseline,0.9999554457115406,0.9998508700416491
Intermediate adjustment: baseline,0.9999527116821828,0.9998417187921947
Intermediate adjustment: baseline,0.9999498099128132,0.999832006084375
Intermediate adjustment: baseline,0.9999467301160526,0.9998216974837362
Intermediate adjustment: baseline,0.9999434613740995,0.999810756445569
Intermediate adjustment: baseline,0.9999399921001624,0.9997991441857879
Intermediate adjustment: baseline,0.9999363099975325,0.9997868195439372
Intermediate adjustment: baseline,0.9999324020161723,0.9997737388378484
Intermediate adjustment: baseline,0.9999282543066506,0.9997598557094387
Intermediate adjustment: baseline,0.9999238521712772,0.9997451209611179
Intermediate adjustment: baseline,0.999919180012265,0.9997294823822352
Intermediate adjustment: baseline,0.9999142206564717,0.9997128845650132
Intermediate adjustment: baseline,0.9999089577399546,0.9996952687090561
Intermediate adjustment: baseline,0.9999033720366796,0.9996765724144304
Intermediate adjustment: baseline,0.9998974437638503,0.9996567294617268
Intermediate adjustment: baseline,0.9998911519281346,0.9996356695789919
Intermediate adjustment: baseline,0.999884474251756,0.9996133181944775
Intermediate adjustment: baseline,0.9998773870941677,0.9995895961743984
Intermediate adjustment: baseline,0.9998698653689873,0.9995644195448079
Intermediate adjustment: baseline,0.9998618824558989,0.999537699196637
Intermediate adjustment: baseline,0.9998534101072363,0.9995093405728949
Intermediate adjustment: baseline,0.9998444183489177,0.9994792433369737
Intermediate adjustment: baseline,0.9998348753754089,0.9994473010209287
Intermediate adjustment: baseline,0.9998247474383541,0.9994134006525524
Intermediate adjustment: baseline,0.9998139987284973,0.9993774223599863
Intermediate adjustment: baseline,0.9998025906352214,0.9993392389526564
Intermediate adjustment: baseline,0.9997904840371933,0.9992987154764923
Intermediate adjustment: baseline,0.9997776355811379,0.9992557087435138
Intermediate adjustment: baseline,0.9997639998848954,0.9992100668321868
Intermediate adjustment: baseline,0.9997495287998522,0.9991616285584056
Intermediate adjustment: baseline,0.9997341712434954,0.9991102229147677
Intermediate adjustment: baseline,0.9997178730220244,0.9990556684764144
Intermediate adjustment: baseline,0.999700576642407,0.9989977727715064
Intermediate adjustment: baseline,0.9996822211132776,0.9989363316142997
Intermediate adjustment: baseline,0.999662741734045,0.9988711283986831
Intermediate adjustment: baseline,0.99964206987154,0.9988019333499276
Intermediate adjustment: baseline,0.9996201327234848,0.9987285027322734
Intermediate adjustment: baseline,0.9995968530680628,0.998650578009874
Intermediate adjustment: baseline,0.9995721489987985,0.9985678849584761
Intermediate adjustment: baseline,0.9995459330329224,0.9984801327253459
Intermediate adjustment: baseline,0.9995181142208255,0.9983870128330821
Intermediate adjustment: baseline,0.9994885942762695,0.9982881981279332
Intermediate adjustment: baseline,0.9994572695796512,0.9981833416647153
Intermediate adjustment: baseline,0.9994240302508481,0.9980720755285178
Intermediate adjustment: baseline,0.9993887597774131,0.9979540095883855
Intermediate adjustment: baseline,0.9993513346215227,0.9978287301795963
Intermediate adjustment: baseline,0.9993116238045483,0.9976957987107907
Intermediate adjustment: baseline,0.9992694884681008,0.9975547501920488
Intermediate adjustment: baseline,0.9992247814103498,0.9974050916798621
Intermediate adjustment: baseline,0.9991773465963609,0.9972463006347997
Intermediate adjustment: baseline,0.9991270186411838,0.9970778231875077
Intermediate adjustment: baseline,0.9990736222643514,0.9968990723085568
Intermediate adjustment: baseline,0.9990169717144184,0.9967094258774942
Intermediate adjustment: baseline,0.9989568695538186,0.9965082246469419
Intermediate adjustment: baseline,0.9988931084150072,0.9962947700933247
Intermediate adjustment: baseline,0.9988254667870012,0.9960683221578766
Intermediate adjustment: baseline,0.998753710630855,0.9958280968615548
Intermediate adjustment: baseline,0.9986775920598328,0.9955732637970095
Intermediate adjustment: baseline,0.9985968485537359,0.9953029434891518
Intermediate adjustment: baseline,0.9985112021329334,0.9950162046196318
